,0
843,"こういうのにツッコミを入れていくの好きですが、こういうのは世の中にない方がいいのだ…。
　バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
844,自分の仕事でもやっちゃってないか、考えるヒントになる。。/ バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
845,"こういうやつ待ってた(笑)
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
846,"ごめん、笑っちゃった。いろいろ危険。
→ バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
847,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note 
848,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
849,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …  ←めちゃめちゃ面白い。やっぱ成功品よりも失敗作から学ぶことの方が多いな。
850,"面白い。 / バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - (酔いどれデザイン日誌 - Drunken Des...
http://npx.me/NF0H/rPtf  #NewsPicks"
851,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
852,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
ふれあえない灯←これやっぱりバットデザインよね？
「フェイクボタンonテプラ」と「デュアルテプラ」にも見覚えがある気がするんだけど気のせいかな？"
853,"一番最後のやつ，これ絶対苦情行ってるだろうけど，金掛かるから修正してない感じなのかなぁ > ""バッドデザイン賞を勝手にノミネートしてみた-2017年度版-"" http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
854,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
855,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
856,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
857,"""バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note"" http://ift.tt/2iW848q "
858,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
859,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
860,"デザイナーってなんなんだろうね。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - "
861,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） 
862,"Oops！！これは見事なバッドデザイン！！>RT
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
863,“バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/x2pKgQ 
864,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
865,“バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note” http://htn.to/dCijkg 
866,"こういうバッド事例がひとつひとつ改善されていくといいな。あぶないし... ""design""って、本来はユーザー体験の「設計」なんだよなって改めて再認識。｜バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
867,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
868,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
これは見ていて「確かに」って思うのが多くて納得"
869,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
いい話だ"
870,"考えさせられます。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
871,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …　超芸術トマソンに近いものを感じます。
872,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
873,"笑える。って、言ってる場合じゃないくらい、危険な二重ドア、もうどーにかしたのでしょうか。日本でもあるんですね。雑なデザイン。
バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …"
874,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
875,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
876,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
877,433件のコメント http://b.hatena.ne.jp/entry/ddd.entaku-guild.com/entry/bad-design-award-2017#tw?u=zzitne … “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/JjB1qT 
878,さんこうになる！！バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
879,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
880,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） 
881,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - おもしろいなあ 
882,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
883,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
884,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
885,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
886,“バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/RZ3ScT 
887,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
888,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
889,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
890,"読んでる：バッドデザイン賞を勝手にノミネートしてみた-2017年度版-

https://note.mu/ori_io/n/n721e9694788b …"
891,いい // バッドデザイン賞を勝手にノミネートしてみた-2017年度版- https://note.mu/ori_io/n/n721e9694788b …
892,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
893,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
894,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
895,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
896,"すごくいい記事。爆笑したw利用者を限定できないプロダクトは機能性よりも使い勝手の方がよっぽど大切な基準になる、といういい例。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
897,"素晴らしい企画。賛同します。「スタイリッシュだかオシャレだか知らんが分かりにくいデザイン」を見かけるたびに怒りが込み上げております

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
898,"身近にもありそう！
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
